locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMLADGDC_03759	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
PMLADGDC_03760	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
PMLADGDC_03761	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
PMLADGDC_03762	CDS	450	yfeZ_2			Inner membrane protein YfeZ
PMLADGDC_03763	CDS	576	yfeY			putative protein YfeY
PMLADGDC_03764	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
PMLADGDC_03765	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
PMLADGDC_03766	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
PMLADGDC_03767	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
PMLADGDC_03768	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
PMLADGDC_03769	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PMLADGDC_03770	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
PMLADGDC_03771	CDS	540				hypothetical protein
PMLADGDC_03772	CDS	363				hypothetical protein
PMLADGDC_03773	CDS	720				hypothetical protein
PMLADGDC_03774	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
PMLADGDC_03775	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
PMLADGDC_03776	CDS	240				hypothetical protein
PMLADGDC_03777	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
PMLADGDC_03778	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PMLADGDC_03779	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
PMLADGDC_03780	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
PMLADGDC_03781	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
PMLADGDC_03782	CDS	987	zipA		COG3115	Cell division protein ZipA
PMLADGDC_03783	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
PMLADGDC_03784	CDS	219				hypothetical protein
PMLADGDC_03785	CDS	999				hypothetical protein
PMLADGDC_03786	CDS	927	oxyR_2			Hydrogen peroxide-inducible genes activator
PMLADGDC_03787	CDS	762				hypothetical protein
PMLADGDC_03788	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
PMLADGDC_03789	CDS	1257	xapB			Xanthosine permease
PMLADGDC_03790	CDS	159				hypothetical protein
PMLADGDC_03791	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
PMLADGDC_03792	tRNA	76				tRNA-Lys(ttt)
PMLADGDC_03793	tRNA	76				tRNA-Val(tac)
PMLADGDC_03794	tRNA	76				tRNA-Val(tac)
PMLADGDC_03795	tRNA	76				tRNA-Val(tac)
PMLADGDC_03796	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PMLADGDC_03797	CDS	372				hypothetical protein
PMLADGDC_03798	CDS	363				hypothetical protein
PMLADGDC_03799	tRNA	76				tRNA-Ala(ggc)
PMLADGDC_03800	tRNA	76				tRNA-Ala(ggc)
PMLADGDC_03801	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
PMLADGDC_03802	CDS	1203	nupC		COG1972	Nucleoside permease NupC
PMLADGDC_03803	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
PMLADGDC_03804	CDS	327				hypothetical protein
PMLADGDC_03805	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PMLADGDC_03806	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
PMLADGDC_03807	CDS	1236	yfeO			Putative ion-transport protein YfeO
PMLADGDC_03808	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
PMLADGDC_03809	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
PMLADGDC_03810	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
PMLADGDC_03811	CDS	114				hypothetical protein
PMLADGDC_03812	CDS	243				hypothetical protein
PMLADGDC_03813	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
PMLADGDC_03814	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
PMLADGDC_03815	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
PMLADGDC_03816	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
PMLADGDC_03817	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
PMLADGDC_03818	tRNA	75				tRNA-Arg(cct)
PMLADGDC_03819	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
PMLADGDC_03820	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
PMLADGDC_03821	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
PMLADGDC_03822	CDS	285				hypothetical protein
PMLADGDC_03823	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
PMLADGDC_03824	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
PMLADGDC_03825	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
PMLADGDC_03826	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
PMLADGDC_03827	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
PMLADGDC_03828	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
PMLADGDC_03829	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
PMLADGDC_03830	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
PMLADGDC_03831	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
PMLADGDC_03832	CDS	276				hypothetical protein
PMLADGDC_03833	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PMLADGDC_03834	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
PMLADGDC_03835	CDS	657				hypothetical protein
PMLADGDC_03836	CDS	519				hypothetical protein
PMLADGDC_03837	CDS	369				hypothetical protein
PMLADGDC_03838	CDS	249				hypothetical protein
PMLADGDC_03839	CDS	375				hypothetical protein
PMLADGDC_03840	CDS	1179	yfcJ_2			putative MFS-type transporter YfcJ
PMLADGDC_03841	CDS	1002	flk			Flagellar regulator flk
PMLADGDC_03842	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
PMLADGDC_03843	CDS	1014	usg		COG0136	USG-1 protein
PMLADGDC_03844	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PMLADGDC_03845	CDS	660	dedA		COG0586	Protein DedA
PMLADGDC_03846	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PMLADGDC_03847	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PMLADGDC_03848	CDS	675	dedD			Cell division protein DedD
PMLADGDC_03849	CDS	489	cvpA		COG1286	Colicin V production protein
PMLADGDC_03850	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PMLADGDC_03851	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
PMLADGDC_03852	CDS	1398	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PMLADGDC_03853	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
PMLADGDC_03854	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
PMLADGDC_03855	CDS	1407	rocC		COG0833	Amino-acid permease RocC
PMLADGDC_03856	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PMLADGDC_03857	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
PMLADGDC_03858	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
PMLADGDC_03859	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
PMLADGDC_03860	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
PMLADGDC_03861	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
PMLADGDC_03862	CDS	894				Epimerase family protein
PMLADGDC_03863	CDS	648	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PMLADGDC_03864	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PMLADGDC_03865	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
PMLADGDC_03866	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
PMLADGDC_03867	CDS	1020	gntR_4			HTH-type transcriptional regulator GntR
PMLADGDC_03868	CDS	444	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
PMLADGDC_03869	CDS	273				hypothetical protein
PMLADGDC_03870	CDS	1392	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
PMLADGDC_03871	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
PMLADGDC_03872	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
PMLADGDC_03873	CDS	1521				hypothetical protein
PMLADGDC_03874	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PMLADGDC_03875	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
PMLADGDC_03876	CDS	456				hypothetical protein
PMLADGDC_03877	CDS	495				hypothetical protein
PMLADGDC_03878	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
PMLADGDC_03879	CDS	1827				hypothetical protein
PMLADGDC_03880	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
PMLADGDC_03881	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PMLADGDC_03882	CDS	939	hdfR_2			HTH-type transcriptional regulator HdfR
PMLADGDC_03883	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PMLADGDC_03884	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PMLADGDC_03885	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PMLADGDC_03886	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PMLADGDC_03887	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PMLADGDC_03888	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PMLADGDC_03889	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PMLADGDC_03890	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PMLADGDC_03891	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PMLADGDC_03892	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PMLADGDC_03893	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PMLADGDC_03894	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PMLADGDC_03895	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PMLADGDC_03896	CDS	393				hypothetical protein
PMLADGDC_03897	CDS	1338				hypothetical protein
PMLADGDC_03898	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
PMLADGDC_03899	CDS	918	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
PMLADGDC_03900	CDS	462	elaA		COG2153	Protein ElaA
PMLADGDC_03901	CDS	306	elaB		COG4575	Protein ElaB
PMLADGDC_03902	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
PMLADGDC_03903	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PMLADGDC_03904	CDS	759	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PMLADGDC_03905	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PMLADGDC_03906	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
PMLADGDC_03907	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
PMLADGDC_03908	CDS	258	pmrD			Signal transduction protein PmrD
PMLADGDC_03909	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
PMLADGDC_03910	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PMLADGDC_03911	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
PMLADGDC_03912	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
PMLADGDC_03913	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
PMLADGDC_03914	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PMLADGDC_03915	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PMLADGDC_03916	CDS	606	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
PMLADGDC_03917	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PMLADGDC_03918	CDS	567				hypothetical protein
PMLADGDC_03919	CDS	1197	pncC_3	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
PMLADGDC_03920	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
PMLADGDC_03921	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
PMLADGDC_03922	CDS	1290	rhmT			Inner membrane transport protein RhmT
PMLADGDC_03923	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
PMLADGDC_03924	CDS	177				hypothetical protein
PMLADGDC_03925	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
PMLADGDC_03926	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
PMLADGDC_03927	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
PMLADGDC_03928	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
PMLADGDC_03929	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
PMLADGDC_03930	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PMLADGDC_03931	CDS	879	gltC_1			HTH-type transcriptional regulator GltC
PMLADGDC_03932	CDS	1218	cntE			Staphylopine export protein
PMLADGDC_03933	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
PMLADGDC_03934	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
PMLADGDC_03935	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
PMLADGDC_03936	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PMLADGDC_03937	CDS	885	nanR_2			HTH-type transcriptional repressor NanR
PMLADGDC_03938	CDS	1326	ttuB_3			Putative tartrate transporter
PMLADGDC_03939	CDS	1203	rspA_2	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
PMLADGDC_03940	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PMLADGDC_03941	CDS	2847	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PMLADGDC_03942	CDS	651	rcsB_2		COG2197	Transcriptional regulatory protein RcsB
PMLADGDC_03943	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
PMLADGDC_03944	CDS	1137	ompC_2		COG3203	Outer membrane porin C
PMLADGDC_03945	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PMLADGDC_03946	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PMLADGDC_03947	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
PMLADGDC_03948	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
PMLADGDC_03949	CDS	507	eco		COG4574	Ecotin
PMLADGDC_03950	CDS	132				hypothetical protein
PMLADGDC_03951	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
PMLADGDC_03952	CDS	264	napD		COG3062	Chaperone NapD
PMLADGDC_03953	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
PMLADGDC_03954	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
PMLADGDC_03955	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
PMLADGDC_03956	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
PMLADGDC_03957	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
PMLADGDC_03958	CDS	477				hypothetical protein
PMLADGDC_03959	CDS	240	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
PMLADGDC_03960	CDS	1341	citS		COG3493	Citrate-sodium symporter
PMLADGDC_03961	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
PMLADGDC_03962	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
PMLADGDC_03963	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
PMLADGDC_03964	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
PMLADGDC_03965	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PMLADGDC_03966	CDS	909	citG_4	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PMLADGDC_03967	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
PMLADGDC_03968	CDS	276				hypothetical protein
PMLADGDC_03969	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
PMLADGDC_03970	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
PMLADGDC_03971	CDS	396				hypothetical protein
PMLADGDC_03972	CDS	597	caiE			Carnitine operon protein CaiE
PMLADGDC_03973	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
PMLADGDC_03974	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
PMLADGDC_03975	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
PMLADGDC_03976	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
PMLADGDC_03977	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
PMLADGDC_03978	CDS	771	fixA_2		COG2086	Protein FixA
PMLADGDC_03979	CDS	942	fixB_2		COG2025	Protein FixB
PMLADGDC_03980	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
PMLADGDC_03981	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
PMLADGDC_03982	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
PMLADGDC_03983	CDS	231	ygdR_5			putative lipoprotein YgdR
PMLADGDC_03984	CDS	423				hypothetical protein
PMLADGDC_03985	CDS	291				hypothetical protein
PMLADGDC_03986	CDS	1890				hypothetical protein
PMLADGDC_03987	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
PMLADGDC_03988	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PMLADGDC_03989	CDS	480				IS1595 family transposase ISSsu9
PMLADGDC_03990	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PMLADGDC_03991	CDS	378	apaG		COG2967	Protein ApaG
PMLADGDC_03992	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
PMLADGDC_03993	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
PMLADGDC_03994	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
PMLADGDC_03995	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
PMLADGDC_03996	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
PMLADGDC_03997	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
PMLADGDC_03998	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
PMLADGDC_03999	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
PMLADGDC_04000	CDS	753				hypothetical protein
PMLADGDC_04001	CDS	363				hypothetical protein
PMLADGDC_04002	CDS	432				hypothetical protein
PMLADGDC_04003	CDS	1206				IS200/IS605 family transposase ISSen6
PMLADGDC_04004	CDS	225				hypothetical protein
PMLADGDC_04005	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
PMLADGDC_04006	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
PMLADGDC_04007	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
PMLADGDC_04008	CDS	846	araC			Arabinose operon regulatory protein
PMLADGDC_04009	CDS	768	yabI		COG0586	Inner membrane protein YabI
PMLADGDC_04010	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
PMLADGDC_04011	CDS	1611				hypothetical protein
PMLADGDC_04012	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
PMLADGDC_04013	CDS	1659	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
PMLADGDC_04014	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
PMLADGDC_04015	CDS	282				hypothetical protein
PMLADGDC_04016	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
PMLADGDC_04017	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
PMLADGDC_04018	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
PMLADGDC_04019	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
PMLADGDC_04020	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
PMLADGDC_04021	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
PMLADGDC_04022	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
PMLADGDC_04023	CDS	1005	cra		COG1609	Catabolite repressor/activator
PMLADGDC_04024	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
PMLADGDC_04025	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PMLADGDC_04026	CDS	366	ftsL		COG3116	Cell division protein FtsL
PMLADGDC_04027	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
PMLADGDC_04028	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PMLADGDC_04029	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PMLADGDC_04030	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PMLADGDC_04031	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PMLADGDC_04032	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PMLADGDC_04033	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PMLADGDC_04034	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PMLADGDC_04035	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
PMLADGDC_04036	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
PMLADGDC_04037	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
PMLADGDC_04038	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
PMLADGDC_04039	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
PMLADGDC_04040	CDS	498	secM			Secretion monitor
PMLADGDC_04041	CDS	2706	secA		COG0653	Protein translocase subunit SecA
PMLADGDC_04042	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
PMLADGDC_04043	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
PMLADGDC_04044	CDS	744	zapD		COG4582	Cell division protein ZapD
PMLADGDC_04045	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PMLADGDC_04046	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
PMLADGDC_04047	CDS	1203	epsF		COG1459	Type II secretion system protein F
PMLADGDC_04048	CDS	1386	epsE		COG2804	Type II secretion system protein E
PMLADGDC_04049	CDS	438				hypothetical protein
PMLADGDC_04050	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
PMLADGDC_04051	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
PMLADGDC_04052	CDS	855	ampE		COG3725	Protein AmpE
PMLADGDC_04053	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
PMLADGDC_04054	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
PMLADGDC_04055	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
PMLADGDC_04056	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
PMLADGDC_04057	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
PMLADGDC_04058	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
PMLADGDC_04059	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PMLADGDC_04060	CDS	189				hypothetical protein
PMLADGDC_04061	CDS	285				hypothetical protein
PMLADGDC_04062	CDS	792				hypothetical protein
PMLADGDC_04063	CDS	1623				hypothetical protein
PMLADGDC_04064	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
PMLADGDC_04065	CDS	465	cbrB			Inner membrane protein CbrB
PMLADGDC_04066	CDS	324				hypothetical protein
PMLADGDC_04067	CDS	363				hypothetical protein
PMLADGDC_04068	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
